Composite Element REF,Gene_Symbol,Chromosome,Genomic_Coordinate
cg14918082,KCNAB3,17,7833237
cg14919562,RAD23B,9,110045901
cg14920334,GALNT8,12,4829827
cg14920426,PDLIM7,5,176924420
cg14920846,NAV1,1,201618209
cg14923435,EPB41L5,2,120770279
cg14924091,CHST14,15,40763073
cg14924278,TACC2,10,123748922
cg14925024,C1orf35,1,228291705
cg14927277,METT5D1;KIF18A,11,28129967
cg14930396,SF3B14,2,24299176
cg14930674,SLC12A1,15,48500240
cg14930706,NLRP4,19,56363105
cg14931645,ZNF672,1,249133278
cg14932645,SLC4A5,2,74569004
cg14932684,YAF2,12,42632001
cg14934766,CENPA,2,27009384
cg14934821,GPSM1,9,139228820
cg14939652,NPAS3,14,33407765
cg14939691,TKT,3,53289981
cg14940420,IQCF2,3,51895692
cg14942312,GPR119,X,129519061
cg14944269,RAB15,14,65439602
cg14944362,PDYN,20,1974924
cg14946299,ZNF273,7,64363590
cg14947494,BRP44L,6,166796284
cg14948436,KCNK16,6,39290159
cg14948822,MPV17,2,27545006
cg14949649,UBE3B;KCTD10,12,109915082
cg14950072,LAMA1,18,7118122
cg14951292,HMOX2;NMRAL1,16,4525986
cg14951734,CCNYL1,2,208576279
cg14958018,NKX6-3,8,41505042
cg14958635,NEUROG1,5,134870977
cg14958889,GPR153,1,6320471
cg14959707,ZC3H7A,16,11876391
cg14960043,DEF6,6,35265624
cg14961385,SPAG4,20,34204167
cg14961550,MCM3,6,52149751
cg14962548,EIF5B;TXNDC9,2,99952717
cg14962776,TRAPPC2;OFD1,X,13753381
cg14963371,GPR3,1,27719463
cg14963897,ROMO1;NFS1,20,34288750
cg14964658,PEX19,1,160255030
cg14966252,ZNF622,5,16466459
cg14967066,IFITM1,11,314341
cg14967972,PANK1,10,91405265
cg14971781,ACBD3,1,226374753
cg14972143,EIF4E,4,99851003
cg14972271,CAPN2,1,223899736
cg14973995,MFSD10,4,2935692
cg14974772,FBLN5,14,92414425
cg14975238,BHLHA15,7,97841591
cg14976276,NEU1,6,31830630
cg14981132,HNRNPA1;HNRPA1L-2,12,54675468
cg14982472,ABCG1,21,43619651
cg14984307,ACYP1,14,75530737
cg14984920,CYCS,7,25164393
cg14986136,WBP5,X,102611253
cg14986420,YIPF6,X,67718299
cg14987922,STRN,2,37194071
cg14988503,CDKL2,4,76555547
cg14989191,SEZ6L2;ASPHD1,16,29912071
cg14990333,ZNF221,19,44455383
cg14991487,HOXD9,2,176987404
cg14992108,SNTB1,8,121825470
cg14992253,EIF3I;C1orf91,1,32687567
cg14993293,CETN3,5,89705579
cg14996805,SUPT4H1,17,56430170
cg14998713,ETS1,11,128391908
cg15001372,GCK,7,44229892
cg15001381,AXIN1,16,403314
cg15002187,SLC37A3,7,140098492
cg15002204,CENPQ;MUT,6,49429719
cg15002214,NOG,17,54670370
cg15003158,,5,68628431
cg15003434,SURF6,9,136202985
cg15006396,FAM55C;NFKBIZ,3,101546859
cg15006973,GJA4,1,35258933
cg15008991,ZNF673,X,46306863
cg15009698,AP3B1,5,77590494
cg15009813,TNFSF12;TNFSF12-TNFSF13,17,7451883
cg15010067,MRPL54;APBA3,19,3762973
cg15010390,NDUFC1,4,140216957
cg15013019,LYL1,19,13213451
cg15014034,MAOA,X,43515544
cg15014458,LYPD3,19,43969810
cg15014549,SLC47A1,17,19437003
cg15016234,TRIM62,1,33647028
cg15016628,BRS3,X,135570188
cg15018760,TYMP;SCO2,22,50964374
cg15019617,IFIT1,10,91152447
cg15020645,APC,5,112073769
cg15021292,PIK3R1,5,67521596
cg15021531,DDIT3,12,57913928
cg15025769,MYO9A;SENP8,15,72410003
cg15028436,TXNDC3,7,37888078
cg15031780,PEX14,1,10535585
cg15032239,CYFIP1,15,22891954
cg15034135,ADAMTS19,5,128796168
cg15034763,TMEM59;C1orf83,1,54519040
cg15035273,PAN2,12,56727511
cg15035713,TEP1,14,20881570
cg15037004,ZNF366,5,71803938
cg15039399,CDK2AP2,11,67275985
cg15041659,ZBTB40,1,22778527
cg15042080,TMEM74,8,109799756
cg15042385,URGCP;UBE2D4,7,43966260
cg15042806,DCTN5;PALB2,16,23652268
cg15043057,CTPS,1,41444788
cg15043801,DNMT1,19,10305911
cg15043975,RASSF1,3,50375252
cg15044041,WDR52,3,113160313
cg15044073,SWAP70,11,9685299
cg15045441,C6orf155,6,72130432
cg15046675,CD37,19,49838777
cg15046693,CEBPG,19,33863876
cg15046735,ALKBH1;C14orf156,14,78174352
cg15047833,POLR2C,16,57496411
cg15050111,GRHL3,1,24645850
cg15051063,,3,142893947
cg15052335,LPIN2,18,3011810
cg15054260,RIPK2,8,90769710
cg15055101,SH2D3A,19,6766609
cg15056107,NUP133,1,229644037
cg15056247,DSE;TSPYL1,6,116601073
cg15056412,NECAB3,20,32262523
cg15057581,SIRPA,20,1875084
cg15057726,MCM2,3,127317466
cg15059511,ZFYVE19;DNAJC17,15,41099719
cg15059932,ZNF236,18,74535233
cg15060177,SACM1L,3,45731018
cg15060813,LRFN3,19,36428308
cg15061008,CABIN1,22,24407907
cg15062535,ZNF610,19,52847933
cg15062795,ETV6,12,11802217
cg15065896,GOLGA4,3,37285038
cg15068733,FGF11,17,7342846
cg15070798,WDR24,16,740561
cg15071391,MTMR6,13,25862639
cg15075170,TMEFF1,9,103236030
cg15076218,PIK3R3,1,46599002
cg15076659,SLC9A1,1,27481857
cg15077070,IL1RL2,2,102803290
cg15077637,EFTUD2;CCDC103,17,42977401
cg15078479,PARP2;RPPH1,14,20811808
cg15081561,CCDC102B,18,66504226
cg15083233,PALM2-AKAP2;AKAP2,9,112810402
cg15085805,LSM4,19,18433592
cg15087147,SND1;LRRC4,7,127672169
cg15089387,TSLP,5,110406661
cg15089487,LRRC49;THAP10,15,71185252
cg15091337,POLE4,2,75185439
cg15094912,POFUT2;LOC642852,21,46707781
cg15095327,IL17RE,3,9944512
cg15096123,KLK4,19,51413937
cg15096140,MYO1B,2,192109731
cg15097876,PPA1,10,71993604
cg15098690,ZNF330,4,142141984
cg15100639,BAT5,6,31671037
cg15101633,MEG3,14,101293726
cg15103426,CCDC117,22,29168792
cg15103675,UAP1,1,162531519
cg15104484,PEX26,22,18560503
cg15105081,C11orf67;RSF1,11,77532226
cg15105660,CLDN1,3,190039935
cg15105703,DUOX1;DUOXA1,15,45421860
cg15107670,WT1;WIT1,11,32456759
cg15109207,PLA2G4C,19,48614773
cg15109571,SUFU,10,104264023
cg15111734,FGFBP3,10,93668914
cg15113803,RHO,3,129247119
cg15118204,MAFG;SIRT7,17,79876231
cg15118503,AHSA2,2,61404861
cg15119375,C16orf67,16,31712039
cg15120247,C1orf54,1,150244045
cg15120497,TRH,3,129692899
cg15120925,RASAL1,12,113573809
cg15120942,PLCD1,3,38071578
cg15121304,,22,22380100
cg15125424,SOCS2,12,93963354
cg15125472,HSPB6;C19orf55,19,36248077
cg15125634,RAB11A,15,66161842
cg15127324,ARAP2,4,36246442
cg15127733,HSPA12B,20,3713584
cg15127806,MRPL42,12,93861418
cg15128849,HHLA3;ANKRD13C,1,70820718
cg15128898,SPEF2,5,35618029
cg15133363,C7orf68,7,128096265
cg15133917,TTN,2,179672637
cg15134628,MAPK12,22,50699649
cg15134649,MT1E,16,56659336
cg15139737,C8G;FBXW5,9,139839391
cg15140807,LOC388387,17,41051210
cg15142488,LYPD4;DMRTC2,19,42348947
cg15143643,FBLN1,22,45897773
cg15144793,SH3BP4,2,235861303
cg15146720,GALNT11,7,151722621
cg15146752,EPHA2,1,16482767
cg15147435,FKBP11,12,49319453
cg15147516,MIXL1,1,226411868
cg15147545,ITGB1,10,33247604
cg15149098,SULT2B1,19,49055027
cg15149645,NUPR1,16,28550619
cg15149938,C22orf34,22,50018392
cg15153383,KATNB1,16,57770620
cg15154229,CPA1,7,130020011
cg15156078,RASGRF1,15,79383413
cg15156367,EPHX4,1,92495004
cg15156836,SEPN1,1,26126415
cg15156844,DLGAP1,18,3880020
cg15157837,CNNM3,2,97482059
cg15158783,PF4,4,74847646
cg15160312,DLG1,3,197025201
cg15160445,GNAS;GNASAS,20,57426749
cg15160742,PPPDE1,1,244817222
cg15161055,ECSIT,19,11639555
cg15161785,ADI1,2,3523134
cg15164103,MEST,7,130126871
cg15164958,VSTM2A,7,54609587
cg15165084,GRAMD3,5,125759291
cg15166050,LCTL,15,66857133
cg15166089,CD164L2,1,27710030
cg15167433,XRCC1,19,44079985
cg15169162,PRPH2,6,42690308
cg15170424,TMEM55A,8,92052897
cg15171237,CASP3;CCDC111,4,185571958
cg15173196,UBE2T,1,202311278
cg15175266,CDH12,5,22854704
cg15175577,C22orf28,22,32808177
cg15177359,UNC13D,17,73840750
cg15177917,DAND5,19,13080409
cg15178040,GSTA5,6,52711494
cg15182360,PCDH20,13,61989737
cg15183083,KCNA4,11,30038310
cg15185001,LSR,19,35739448
cg15185286,AIG1,6,143381675
cg15185794,PADI2,1,17446087
cg15185804,PGM3;RWDD2A,6,83902498
cg15186584,C9orf24,9,34397651
cg15186869,UBR7;C14orf142,14,93673274
cg15187606,PDZK1IP1,1,47656853
cg15188491,PRKAB2,1,146644106
cg15188688,CDC45L,22,19468342
cg15191648,SALL3,18,76740262
cg15195276,LPAR1,9,113799936
cg15195353,GLIS2,16,4382775
cg15195412,CX3CL1,16,57406955
cg15198335,DIS3L,15,66586003
cg15200096,KCND1,X,48829104
cg15201291,CYP2C8,10,96830102
cg15201599,COG3,13,46039584
cg15201635,SMPD3,16,68482637
cg15201877,PTGER3,1,71512973
cg15201909,IL2RG,X,70331961
cg15202954,NALCN,13,102068996
cg15205507,ZNF331,19,54024323
cg15206330,TP53;WRAP53,17,7591591
cg15206445,SPG7,16,89573312
cg15207619,CAB39L,13,49975643
cg15207953,,20,29522467
cg15209169,RABGAP1,9,125702779
cg15210427,CST9L,20,23548991
cg15210596,SCCPDH,1,246887325
cg15210999,DTNBP1,6,15663538
cg15211655,OSBPL1A,18,21977340
cg15211677,WBP5,X,102611451
cg15212440,SFXN2;ARL3,10,104474465
cg15213605,COG4;SF3B3,16,70557485
cg15214092,MRPL12,17,79670496
cg15214137,PGM2L1,11,74109221
cg15215114,C17orf61,17,7307419
cg15219393,PPARGC1B,5,149109878
cg15222604,HCFC1,X,153230625
cg15223781,FER,5,108083895
cg15225105,SAC3D1,11,64808343
cg15226751,LZIC,1,10001911
cg15227610,HSPB2;CRYAB,11,111782016
cg15227982,C10orf26,10,104535854
cg15228639,PLA2G4E,15,42289939
cg15229026,UBAC1,9,138853493
cg15230273,EFNA5,5,107006413
cg15231886,UTP14A,X,129039863
cg15232450,SETMAR,3,4345438
cg15233681,IL1R1,2,102770602
cg15234096,LIX1,5,96479253
cg15235185,TROVE2;UCHL5,1,193028809
cg15235832,ACTR2,2,65455536
cg15236866,DLX1,2,172948825
cg15238200,TRIM65,17,73893634
cg15238224,TRIM31,6,30081408
cg15239123,SMOC1,14,70346413
cg15239579,TRAP1,16,3767978
cg15239703,CBR4,4,169931051
cg15240064,ZNF12,7,6746837
cg15241084,TLR7,X,12886121
cg15241708,CNOT6,5,179920582
cg15242570,CTSL1,9,90341048
cg15243024,NRBP1,2,27651571
cg15247031,C14orf126,14,31926564
cg15247144,PYCARD,16,31213730
cg15248035,CCIN,9,36169949
cg15248979,USP37;RQCD1,2,219434002
cg15249164,ATP5O,21,35288186
cg15250507,C1orf106,1,200860365
cg15250797,SCTR,2,120281526
cg15253243,TMEM198;CHPF,2,220408791
cg15253672,SPR,2,73114960
cg15256539,BCKDHB,6,80816434
cg15257765,MRPS11;MRPL46,15,89010459
cg15258980,ARHGAP25,2,68961597
cg15259973,DSG2,18,29078565
cg15260250,AP3S1;ATG12,5,115177504
cg15261665,LTF,3,46506374
cg15262516,COL4A1;COL4A2,13,110958418
cg15262928,TIMM17A,1,201924572
cg15262984,URGCP;UBE2D4,7,43965648
cg15264255,NIPAL2,8,99306718
cg15264273,ZNF169,9,97040460
cg15264303,LRRC23,12,7013902
cg15264808,CENPN;C16orf61,16,81041398
cg15269294,NUP155,5,37371053
cg15269863,PRSS35,6,84222360
cg15269875,H19;MIR675,11,2018018
cg15270851,CARS2,13,111358291
cg15270950,TGFBR2,3,30648819
cg15271594,RPL29,3,52029932
cg15271616,RUSC2,9,35490515
cg15272684,KIAA0319L;NCDN,1,36024473
cg15272690,CCDC113,16,58284024
cg15275890,SLC25A17,22,41216316
cg15277108,SDS,12,113842998
cg15278682,TACR2,10,71175852
cg15278948,ZFAND2B,2,220071103
cg15279364,TMEM130,7,98466963
cg15280964,RBM34,1,235324133
cg15284635,SLC6A11,3,10858504
cg15286372,LRRC1,6,53659348
cg15286905,ACBD5,10,27530250
cg15288179,SUB1,5,32585739
cg15293750,TRDMT1,10,17243266
cg15296858,PPM1G,2,27633235
cg15297650,TMEM163,2,135477056
cg15298323,ACAT2,6,160182438
cg15298545,ERI2;LOC81691,16,20816476
cg15298594,NBAS,2,15701366
cg15299463,TEAD2,19,49865398
cg15299721,NHEDC2,4,103997510
cg15300989,SIP1,14,39583430
cg15301525,ATP6V0D1,16,67515344
cg15301694,STRN3;AP4S1,14,31496854
cg15301700,SCRT1,8,145560531
cg15302379,KAZALD1,10,102821848
cg15303841,RFPL1S;RFPL1,22,29833804
cg15304928,TMEM9,1,201123562
cg15305343,NSUN4,1,46806357
cg15305511,EVC2;EVC,4,5712676
cg15307169,DOK7,4,3465064
cg15307268,GPR176,15,40213409
cg15308737,ARSG,17,66303328
cg15309006,CHP2,16,23766116
cg15309223,TMEM59;C1orf83,1,54519091
cg15309236,BHLHB9,X,101975597
cg15309264,VRK2,2,58274034
cg15310162,CLDN14,21,37852822
cg15310873,C20orf85,20,56726093
cg15311933,PQLC2;AKR7A2,1,19638897
cg15312298,FAM84B,8,127570908
cg15312323,KRTAP4-4,17,39317694
cg15315630,ZMYM6,1,35497506
cg15316289,ALG12;CRELD2,22,50310904
cg15316334,CEACAM5,19,42211252
cg15317267,H19;MIR675,11,2018247
cg15318532,RFXAP,13,37393521
cg15319076,DCTN6,8,30013987
cg15319451,TMEM51,1,15480748
cg15319457,HES6,2,239148132
cg15320474,UBD,6,29528005
cg15321195,AGPAT3,21,45285898
cg15321211,HNRNPF,10,43905515
cg15322932,ALDH3B1,11,67777682
cg15329467,CYP19A1,15,51630696
cg15329483,SSX7,X,52683974
cg15329642,PTCH2,1,45308298
cg15329866,PLD1,3,171455826
cg15331039,SH3BGRL2,6,80341283
cg15334028,MIR638;DNM2,19,10829162
cg15337006,ITGAM,16,31271009
cg15337055,FOS,14,75745358
cg15337897,FGF3,11,69634400
cg15339605,TFEC,7,115670795
cg15341340,DNASE2,19,12992237
cg15341760,,1,6297890
cg15342384,HNRNPH3;PBLD,10,70091938
cg15343119,GALR1,18,74961785
cg15344028,ICOS,2,204801510
cg15344726,GJA3,13,20717346
cg15345126,RAB27A,15,55582248
cg15348640,ACAA1;MYD88,3,38179985
cg15348799,SKIL,3,170075452
cg15350036,CROT;TP53TG1,7,86973677
cg15350455,C2orf44,2,24270357
cg15352315,CD302,2,160655036
cg15352829,PLD4,14,105391018
cg15357518,RBM42,19,36120356
cg15357639,OGG1,3,9790443
cg15357945,PRG2,11,57158361
cg15359413,FIGNL1,7,50517931
cg15361231,GLRX2,1,193075191
cg15361590,PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5,5,140864701
cg15361750,GPR77,19,47839132
cg15364303,ROR1,1,64239391
cg15364537,MFSD4,1,205538310
cg15364618,LTB4R2;CIDEB;LTB4R,14,24780551
cg15365950,KLHDC1,14,50160307
cg15368822,TMEM63A,1,226070397
cg15371509,INTS3,1,153700650
cg15372098,C3orf26;MIR548G,3,99537053
cg15373285,MEG3,14,101293090
cg15373633,DACH2,X,85403474
cg15374234,CD300LF;RAB37,17,72709026
cg15375239,SPINT2,19,38755287
cg15375586,TBX22,X,79277933
cg15376097,MPZL2,11,118135270
cg15377518,ZEB2,2,145278113
cg15377649,ACTN4,19,39138400
cg15379237,B4GALT2,1,44445539
cg15379633,RAB36,22,23487586
cg15379858,CSGALNACT1,8,19540466
cg15379887,CGGBP1,3,88107415
cg15381313,NR1H4,12,100867509
cg15381769,PTPRK,6,128841972
cg15383087,ZFP82,19,36910144
cg15383120,DUSP22,6,291909
cg15383392,CTTN,11,70244691
cg15383574,ATP5S;L2HGDH,14,50779169
cg15384392,ARHGAP1;ZNF408,11,46721921
cg15384599,SETMAR,3,4344887
cg15384717,PRPF3,1,150294084
cg15385623,THRB,3,24536309
cg15387123,CLIC3,9,139891058
cg15389153,,3,42819341
cg15392792,MIR638;DNM2,19,10829173
cg15394409,TMEM111,3,10028474
cg15396310,BCL7B,7,72971398
cg15396367,UAP1L1,9,139972779
cg15397506,LOC93622,4,6675881
cg15398448,PTOV1,19,50353971
cg15398520,LPAL2,6,160932709
cg15399561,POP1;HRSP12,8,99129939
cg15401952,KCNIP4,4,21305805
cg15403517,SRD5A2,2,31806275
cg15407570,STAB1,3,52529524
cg15408407,RPS15,19,1438438
cg15410903,GSTO2,10,106028780
cg15411984,LRRC23,12,7014090
cg15413566,ICA1,7,8301971
cg15414833,RUNDC3B;ABCB1,7,87257767
cg15415507,EPHA2,1,16482553
cg15415509,ADRB2,5,148205614
cg15415545,GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4,16,30206046
cg15416233,PAX2,10,102505266
cg15416577,CCDC52,3,113234093
cg15417244,PDZRN4,12,41831558
cg15417900,PAN2;CNPY2,12,56710096
cg15419274,WFDC3;DNTTIP1,20,44421026
cg15422147,SERPINB5,18,61144339
cg15422784,LRRC8B,1,90023713
cg15423613,KCTD7,7,66093349
cg15423764,GLYAT,11,58499533
cg15423862,KCNAB1,3,155838109
cg15425280,GRIA2,4,158141492
cg15425811,C22orf27,22,31318181
cg15426734,PARD6A;ACD,16,67695272
cg15427448,BACE1,11,117186896
cg15427567,METT11D1,14,21458055
cg15427656,FAM149B1;ECD,10,74928123
cg15427774,GORASP1;TTC21A,3,39149258
cg15428653,ABCA2;C9orf139,9,139923402
cg15430659,CNNM1,10,101090558
cg15431576,MORN4,10,99393007
cg15432938,FRAT1,10,99078812
cg15434599,MDM2,12,69201663
cg15435730,TFAP2D,6,50680222
cg15437432,TMED9,5,177018986
cg15439078,MYL3,3,46904643
cg15439196,CNNM2,10,104676907
cg15439862,DSC3,18,28622593
cg15441973,HNMT,2,138721317
cg15442534,PDCD10;SERPINI1,3,167452763
cg15442702,FGFR4,5,176514253
cg15443822,ATP2A3,17,3867014
cg15444978,MARK3,14,103851370
cg15445332,MKNK1,1,47069792
cg15446391,WT1,11,32452370
cg15447479,SMO,7,128828765
cg15448245,GGT5,22,24641654
cg15448599,C3orf45,3,50315748
cg15451100,PSMB8,6,32812422
cg15452204,CDX1,5,149546471
cg15452426,DFFA,1,10532230
cg15452573,SNCA,4,90758843
cg15453943,RAB9P1,5,104434827
cg15454483,SNX12,X,70288604
cg15456206,ZNF580,19,56152139
cg15457079,CPN1,10,101841816
cg15457899,SCN3B,11,123525665
cg15459742,CTNNAL1,9,111775564
cg15459773,C1orf124;EXOC8,1,231472445
cg15460516,TNFRSF12A,16,3070249
cg15461516,CHST1,11,45686369
cg15462232,FOXD3,1,63788184
cg15464148,LPAR5,12,6745057
cg15467148,PCK2,14,24563578
cg15467759,NDST1,5,149900327
cg15468095,PYCARD,16,31214401
cg15470298,COL18A1,21,46825222
cg15470750,FDPS,1,155278344
cg15473335,NOL12,22,38082170
cg15473868,MT1X,16,56716621
cg15473904,MRPL41,9,140446993
cg15475323,MAMSTR,19,49220102
cg15477600,SDF2L1,22,21996253
cg15479752,FFAR2,19,35940862
cg15480475,TUB,11,8060060
cg15480941,PIM2,X,48776125
cg15481539,DEFA5,8,6913441
cg15482690,TARDBP,1,11072742
cg15484019,TTC35,8,109455575
cg15484375,SAA1,11,18287647
cg15484384,ANAPC13;CEP63,3,134203672
cg15485859,C1orf116,1,207206447
cg15486645,LIN7C;BDNFOS,11,27528489
cg15488251,MYH11,16,15951224
cg15488402,SLC9A8,20,48429173
cg15489294,LVRN,5,115297853
cg15489301,AKR1B10,7,134213038
cg15489422,TMCC1,3,129599347
cg15491567,DYSF,2,71679675
cg15492003,ALG2;SEC61B,9,101984308
cg15492104,COQ6;FAM161B,14,74417249
cg15494458,BPI,20,36931512
cg15494980,STX5,11,62599247
cg15498283,TALDO1,11,747520
cg15500658,SPEN;FLJ37453,1,16174610
cg15501381,NGB,14,77737800
cg15502446,C11orf73,11,86013224
cg15502888,SOCS3,17,76356228
cg15503752,ST6GALNAC1,17,74639731
cg15503799,PRCC,1,156737481
cg15507817,WNT7B,22,46372583
cg15508020,CSNK2A2,16,58232206
cg15512851,FGD2,6,36973518
cg15512961,ANXA6,5,150537567
cg15514848,FMO1,1,171217555
cg15516226,BTNL9,5,180467519
cg15517609,RYR1,19,38924045
cg15517965,TMUB2;C17orf65,17,42263946
cg15518883,SIT1,9,35650561
cg15518950,TMEM171,5,72415770
cg15519208,HIST1H1E,6,26155791
cg15520279,HOXD8,2,176995088
cg15521097,ITIH5L,X,54824559
cg15522719,GLS,2,191745248
cg15522957,ALX4,11,44324925
cg15523238,ATP10A,15,26108796
cg15525002,GBA,1,155214303
cg15526708,TGFBR1,9,101866433
cg15527554,YSK4,2,135782086
cg15528736,FCGRT,19,50015780
cg15530356,ZNF414,19,8579985
cg15531099,LCE1D,1,152770502
cg15532088,C17orf66,17,34195134
cg15534084,ZNF649,19,52408044
cg15534366,CDH4,20,59826207
cg15536230,HSF2BP,21,44985092
cg15536490,TFAP2C,20,55203849
cg15536552,ACSL4,X,108976035
cg15537433,NDUFA2;IK,5,140027092
cg15537850,NAPRT1,8,144661051
cg15538427,LRRN4CL,11,62457014
cg15538820,OBP2B,9,136084818
cg15538837,H3F3A;LOC440926,1,226250361
cg15539420,HOXB8,17,46692248
cg15540054,ZNF180,19,45004280
cg15540820,EOMES,3,27765283
cg15541230,COG1,17,71188803
cg15541315,REXO2,11,114309932
cg15542496,PIP,7,142828356
cg15543551,FGF12,3,192445202
cg15544036,CLDN4,7,73245564
cg15544721,PPP1R9A,7,94536691
cg15547534,C7orf47,7,100034410
cg15547662,PAFAH2,1,26324823
cg15550350,GRK7,3,141497168
cg15551881,TRAF1,9,123688715
cg15552238,EMR3,19,14785749
cg15553522,TMEM132A,11,60692329
cg15554401,GJB4,1,35226891
cg15555014,SYNGR2,17,76164144
cg15555727,PYCRL,8,144692268
cg15556558,STRN,2,37194356
cg15558658,KIAA1279,10,70748649
cg15558971,ZFP36L1,14,69260307
cg15559560,SMPD4;FAM128B,2,130939084
cg15559700,UGT1A9;UGT1A10;UGT1A8,2,234579873
cg15559737,CRYBA4,22,27016806
cg15560112,MYBPC2,19,50935305
cg15560337,HYAL4,7,123484898
cg15561986,GSTZ1;POMT2,14,77788381
cg15562197,C3orf38,3,88198982
cg15563057,PURA,5,139493612
cg15563382,RNF141,11,10563039
cg15563952,DHTKD1,10,12110679
cg15563993,WDR61,15,78592154
cg15564267,OTUB1,11,63754708
cg15565533,IP6K1;GMPPB,3,49761936
cg15565872,VEPH1;PTX3,3,157155202
cg15566222,ZC3H15,2,187350716
cg15566783,NIPA2,15,23034186
cg15568167,SAMD10,20,62610530
cg15569340,CLSTN3;RBP5,12,7282490
cg15569512,BAG5;C14orf153,14,104029667
cg15571154,FAM187B,19,35719126
cg15572745,NRXN3,14,78870232
cg15572787,RTDR1,22,23484171
cg15576195,HTATIP2,11,20385561
cg15576233,HEY1,8,80679932
cg15579370,SMOX,20,4129337
cg15580043,PSMA7;SS18L1,20,60719730
cg15581500,HSBP1,16,83841755
cg15582789,SLC35D2,9,99145525
cg15582891,TAAR1,6,132967028
cg15583058,SDCCAG3;PMPCA,9,139305771
cg15583072,SLCO1A2;IAPP,12,21525662
cg15584630,TSC22D2,3,150126560
cg15584813,SLC38A4,12,47219626
cg15585987,SNTG1,8,50824749
cg15587603,C2orf63;RPS27A,2,55460405
cg15589156,RAB3IL1,11,61684592
cg15589354,URB2;TAF5L,1,229760606
cg15589427,MUC4,3,195539395
cg15590780,USH2A,1,216596639
cg15591678,ZNF365,10,64134155
cg15591837,PPIL1,6,36842614
cg15594133,TSPAN14,10,82214337
cg15595739,RGS9,17,63183451
cg15597540,TUSC4;CYB561D2,3,50387202
cg15600342,WBP4,13,41635509
cg15600835,RPTOR,17,78518556
cg15601535,SRD5A3,4,56212295
cg15602735,MAGEC2,X,141293333
cg15602950,SACM1L,3,45731220
cg15602969,RPL19,17,37356328
cg15603885,ABRA,8,107782373
cg15604467,POU4F1,13,79177925
cg15605888,CCDC138,2,109403293
cg15606663,KRTAP15-1,21,31812603
cg15607672,OTX2,14,57277227
cg15609273,RCBTB1,13,50159867
cg15609321,ZNF512,2,27805893
cg15610792,C9orf114,9,131592173
cg15611364,OXSM;NGLY1,3,25831423
cg15611923,RBM8A,1,145507416
cg15612063,TMEM45A,3,100211622
cg15612436,MPPED1,22,43897902
cg15612546,RPS6KC1,1,213224612
cg15612847,MITD1;MRPL30,2,99796318
cg15612927,RAD52,12,1058210
cg15613048,KIF17,1,21044031
cg15613982,SEC23B,20,18488017
cg15615135,SNX5;C20orf72,20,17949655
cg15616083,KCNQ2,20,62104607
cg15616400,SLC25A34,1,16062894
cg15619125,MAMDC4,9,139747228
cg15619794,IL5,5,131880649
cg15623573,APBA1,9,72288098
cg15625636,GPR65,14,88472437
cg15626350,ESR1,6,152130207
cg15627502,RPN2;C20orf132,20,35806795
cg15627524,DOPEY1,6,83777986
cg15628498,ONECUT1,15,53082902
cg15629064,TRIM27,6,28891718
cg15630759,SF3A1;CCDC157,22,30752524
cg15631323,EGLN3,14,34420468
cg15633390,EIF4E,4,99851211
cg15634735,SAP130,2,128784622
cg15636365,PNPLA7;MRPL41,9,140446240
cg15637528,C6orf146;C6orf201,6,4078959
cg15639045,SLC16A11,17,6947200
cg15639951,MAP3K14,17,43367609
cg15640375,LPPR3,19,821565
cg15641675,DDX17,22,38902252
cg15641998,HSD17B11,4,88312323
cg15642035,FAM135B,8,139165052
cg15642326,MARK4,19,45754146
cg15643724,GFER,16,2034532
cg15645309,BATF,14,75988747
cg15645605,MRPL35,2,86426467
cg15645784,ROGDI,16,4852962
cg15646782,FAM55C,3,101498416
cg15647515,WNT2,7,116963802
cg15648315,C13orf35,13,113301636
cg15648905,RPL12;LRSAM1,9,130212957
cg15649193,TECR;MIR639,19,14640403
cg15652120,ELK3,12,96588210
cg15652212,TMEM139,7,142981776
cg15652797,CROT;TP53TG1,7,86974991
cg15654964,BSDC1,1,32860685
cg15658426,CCDC112,5,114631545
cg15659828,CHID1,11,911673
cg15660077,NLGN2,17,7311620
cg15660498,C19orf55,19,36249933
cg15661409,C14orf105,14,57960976
cg15662251,PAQR7,1,26197855
cg15663121,GLYR1;UBN1,16,4898306
cg15664067,RASA1,5,86564490
cg15664701,AKAP14,X,119030658
cg15664905,PHLDB3,19,44009429
cg15665653,WDTC1,1,27561270
cg15669092,TUBB3,16,89989024
cg15669228,IFNA8,9,21409505
cg15669273,LYRM4;FARS2,6,5261406
cg15670863,SPACA4;FAM83E,19,49110292
cg15673110,BIRC6,2,32581747
cg15674432,SLC26A8,6,35992082
cg15674997,GRM6,5,178421314
cg15676084,ENAH,1,225841605
cg15676241,ITGA2,5,52285231
cg15676488,SNRPC,6,34725116
cg15677132,SRP54,14,35452110
cg15677294,TUBB4,19,6502938
cg15677355,OTUD6A,X,69282357
